model,project,ablation,total_covered_lines,total_missed_lines,total_covered_branches,total_missed_branches,total_line_coverage,total_branch_coverage,total_lines,total_branches,compilable_covered_lines,compilable_missed_lines,compilable_covered_branches,compilable_missed_branches,compilable_line_coverage,compilable_branch_coverage,error_reasons
deepseek_r1_8b,Codec,full,0,-1,0,-1,0.0,0.0,27,26,0,-1,0,-1,0.0,0.0,"{'parameter tuple not found': 19, 'cannot compile': 4, 'success': 1, 'unknown: method toString not found in org/apache/commons/codec/language/bm/org/apache/com': 1}"
deepseek_r1_8b,all,full,102,-1,45,-1,0.07640449438202247,0.056179775280898875,1335,801,102,-1,45,-1,0.5284974093264249,0.4166666666666667,"{'parameter tuple not found': 551, 'cannot compile': 104, 'success': 38, 'failed in empty test class': 13, 'unknown: method visit not found in com/google/javascript/jscomp/com/google/javascript/jsc': 7, 'unknown: compile_hang_skipped': 7, 'unknown: method serialize not found in com/fasterxml/jackson/databind/ser/std/com/fasterx': 6, 'unknown: method onRedeclaration not found in com/google/javascript/jscomp/com/google/java': 3, 'unknown: method remove not found in com/google/javascript/jscomp/com/google/javascript/js': 3, 'unknown: method useForType not found in com/fasterxml/jackson/databind/com/fasterxml/jack': 2, 'unknown: method deserialize not found in com/fasterxml/jackson/databind/deser/std/com/fas': 2, 'unknown: method build not found in com/fasterxml/jackson/databind/deser/impl/com/fasterxm': 2, 'unknown: method printTo not found in org/joda/time/format/org/joda/time/format/PeriodForm': 2, 'unknown: method add not found in org/joda/time/chrono/org/joda/time/chrono/GJChronology/I': 2, 'unknown: method addDeclaredName not found in com/google/javascript/jscomp/com/google/java': 2, 'unknown: method remove not found in org/apache/commons/jxpath/ri/compiler/org/apache/comm': 1, 'unknown: method isFeasible not found in org/apache/commons/math3/optimization/direct/org/': 1, 'unknown: method repairAndDecode not found in org/apache/commons/math3/optimization/direct': 1, 'unknown: method remove not found in org/apache/commons/csv/org/apache/commons/csv/CSVPars': 1, 'unknown: method DumpArchiveInputStream not found in org/apache/commons/compress/archivers': 1, 'unknown: method createContextual not found in com/fasterxml/jackson/databind/ser/std/com/': 1, 'unknown: method isEmpty not found in com/fasterxml/jackson/databind/ser/std/com/fasterxml': 1, 'unknown: method getEmptyValue not found in com/fasterxml/jackson/databind/deser/std/com/f': 1, 'unknown: method handleResolvedForwardReference not found in com/fasterxml/jackson/databin': 1, 'unknown: method toString not found in com/fasterxml/jackson/databind/type/com/fasterxml/j': 1, 'unknown: method writeCustomTypeSuffixForArray not found in com/fasterxml/jackson/databind': 1, 'unknown: method getDescription not found in com/fasterxml/jackson/databind/com/fasterxml/': 1, 'unknown: method deserializeKey not found in com/fasterxml/jackson/databind/deser/std/com/': 1, 'unknown: method parseInto not found in org/joda/time/format/org/joda/time/format/DateTime': 1, 'unknown: method roundCeiling not found in org/joda/time/chrono/org/joda/time/chrono/Zoned': 1, 'unknown: method clear not found in org/apache/commons/collections4/trie/org/apache/common': 1, 'unknown: method appendTo not found in org/apache/commons/lang3/time/org/apache/commons/la': 1, 'unknown: method add not found in org/jsoup/select/org/jsoup/select/CombiningEvaluator/Or': 1, 'unknown: method tail not found in org/jsoup/safety/org/jsoup/safety/Cleaner/CleaningVisit': 1, 'unknown: method onContentsChanged not found in org/jsoup/nodes/org/jsoup/nodes/Element/No': 1, 'unknown: method toString not found in org/jsoup/select/org/jsoup/select/Evaluator/Matches': 1, 'unknown: method toString not found in org/jsoup/select/org/jsoup/select/Evaluator/MatchTe': 1, 'unknown: method head not found in org/jsoup/helper/org/jsoup/helper/W3CDom/W3CBuilder': 1, 'unknown: method getTypeWithProperty not found in com/google/javascript/jscomp/com/google/': 1, 'unknown: method collect not found in com/google/javascript/jscomp/com/google/javascript/j': 1, 'unknown: method addNode not found in com/google/javascript/jscomp/com/google/javascript/j': 1, 'unknown: method hashCode not found in com/google/javascript/jscomp/com/google/javascript/': 1, 'unknown: method addValue not found in com/google/javascript/jscomp/com/google/javascript/': 1, 'unknown: method applyAlias not found in com/google/javascript/jscomp/com/google/javascrip': 1, 'unknown: method caseObjectType not found in com/google/javascript/jscomp/type/com/google/': 1, 'unknown: method parseArguments not found in com/google/javascript/jscomp/com/google/javas': 1, 'unknown: method apply not found in com/google/javascript/jscomp/com/google/javascript/jsc': 1, 'unknown: method toString not found in org/apache/commons/codec/language/bm/org/apache/com': 1}"
llama4_scout_17b,JxPath,full,13,-1,4,-1,0.35135135135135137,0.2222222222222222,37,18,13,-1,4,-1,0.5416666666666666,0.2857142857142857,"{'parameter tuple not found': 17, 'success': 6, 'cannot compile': 4, 'unknown: method remove not found in org/apache/commons/jxpath/ri/compiler/org/apache/comm': 1}"
llama4_scout_17b,Cli,full,10,-1,6,-1,0.4,0.75,25,8,10,-1,6,-1,0.7142857142857143,1.0,"{'parameter tuple not found': 11, 'cannot compile': 3, 'success': 2}"
llama4_scout_17b,Math,full,65,-1,32,-1,0.3155339805825243,0.3018867924528302,206,106,65,-1,32,-1,0.5241935483870968,0.45714285714285713,"{'parameter tuple not found': 104, 'success': 18, 'cannot compile': 3, 'unknown: method isFeasible not found in org/apache/commons/math3/optimization/direct/org/': 1, 'unknown: method repairAndDecode not found in org/apache/commons/math3/optimization/direct': 1}"
llama4_scout_17b,Csv,full,12,-1,7,-1,0.7058823529411765,0.5,17,14,12,-1,7,-1,0.7058823529411765,0.5,"{'success': 5, 'parameter tuple not found': 3, 'unknown: method remove not found in org/apache/commons/csv/org/apache/commons/csv/CSVPars': 1}"
llama4_scout_17b,Compress,full,42,-1,20,-1,0.1794871794871795,0.1694915254237288,234,118,42,-1,20,-1,0.27450980392156865,0.24390243902439024,"{'parameter tuple not found': 28, 'success': 12, 'cannot compile': 4, 'unknown: method DumpArchiveInputStream not found in org/apache/commons/compress/archivers': 1}"
llama4_scout_17b,JacksonDatabind,full,4,-1,2,-1,0.08695652173913043,0.07692307692307693,46,26,4,-1,2,-1,0.2857142857142857,0.5,"{'parameter tuple not found': 93, 'cannot compile': 7, 'unknown: method serialize not found in com/fasterxml/jackson/databind/ser/std/com/fasterx': 6, 'success': 4, 'unknown: method useForType not found in com/fasterxml/jackson/databind/com/fasterxml/jack': 2, 'unknown: method deserialize not found in com/fasterxml/jackson/databind/deser/std/com/fas': 2, 'unknown: method build not found in com/fasterxml/jackson/databind/deser/impl/com/fasterxm': 2, 'unknown: method createContextual not found in com/fasterxml/jackson/databind/ser/std/com/': 1, 'unknown: method isEmpty not found in com/fasterxml/jackson/databind/ser/std/com/fasterxml': 1, 'unknown: method getEmptyValue not found in com/fasterxml/jackson/databind/deser/std/com/f': 1, 'unknown: method handleResolvedForwardReference not found in com/fasterxml/jackson/databin': 1, 'unknown: method toString not found in com/fasterxml/jackson/databind/type/com/fasterxml/j': 1, 'unknown: method writeCustomTypeSuffixForArray not found in com/fasterxml/jackson/databind': 1, 'unknown: method getDescription not found in com/fasterxml/jackson/databind/com/fasterxml/': 1, 'unknown: method deserializeKey not found in com/fasterxml/jackson/databind/deser/std/com/': 1}"
llama4_scout_17b,Time,full,7,-1,0,-1,0.5384615384615384,0.0,13,0,7,-1,0,-1,0.6363636363636364,0.0,"{'parameter tuple not found': 25, 'success': 9, 'unknown: method printTo not found in org/joda/time/format/org/joda/time/format/PeriodForm': 2, 'cannot compile': 2, 'unknown: method add not found in org/joda/time/chrono/org/joda/time/chrono/GJChronology/I': 2, 'unknown: method parseInto not found in org/joda/time/format/org/joda/time/format/DateTime': 1, 'unknown: method roundCeiling not found in org/joda/time/chrono/org/joda/time/chrono/Zoned': 1}"
llama4_scout_17b,Collections,full,0,-1,0,-1,0.0,0.0,0,0,0,-1,0,-1,0.0,0.0,"{'parameter tuple not found': 3, 'unknown: method clear not found in org/apache/commons/collections4/trie/org/apache/common': 1}"
llama4_scout_17b,JacksonXml,full,0,-1,0,-1,0.0,0.0,148,71,0,-1,0,-1,0.0,0.0,"{'cannot compile': 2, 'success': 1}"
llama4_scout_17b,JacksonCore,full,10,-1,11,-1,0.029069767441860465,0.03900709219858156,344,282,10,-1,11,-1,0.06134969325153374,0.08148148148148149,"{'parameter tuple not found': 22, 'cannot compile': 9, 'success': 9}"
llama4_scout_17b,Lang,full,6,-1,4,-1,0.375,0.3333333333333333,16,12,6,-1,4,-1,1.0,0.6666666666666666,"{'parameter tuple not found': 130, 'cannot compile': 2, 'success': 1, 'unknown: method appendTo not found in org/apache/commons/lang3/time/org/apache/commons/la': 1}"
llama4_scout_17b,Jsoup,full,77,-1,37,-1,0.5968992248062015,0.47435897435897434,129,78,77,-1,37,-1,0.8369565217391305,0.74,"{'parameter tuple not found': 16, 'success': 16, 'cannot compile': 3, 'unknown: method add not found in org/jsoup/select/org/jsoup/select/CombiningEvaluator/Or': 1, 'unknown: method tail not found in org/jsoup/safety/org/jsoup/safety/Cleaner/CleaningVisit': 1, 'unknown: method onContentsChanged not found in org/jsoup/nodes/org/jsoup/nodes/Element/No': 1, 'unknown: method toString not found in org/jsoup/select/org/jsoup/select/Evaluator/Matches': 1, 'unknown: method toString not found in org/jsoup/select/org/jsoup/select/Evaluator/MatchTe': 1, 'unknown: method head not found in org/jsoup/helper/org/jsoup/helper/W3CDom/W3CBuilder': 1, ""unknown: UnicodeDecodeError: 'utf-8' codec can't decode byte 0xe4 in position 1920: inval"": 1}"
llama4_scout_17b,Chart,full,0,-1,0,-1,0.0,0.0,23,18,0,-1,0,-1,0.0,0.0,"{'parameter tuple not found': 25, 'failed in empty test class': 13, 'cannot compile': 2}"
llama4_scout_17b,Gson,full,30,-1,13,-1,0.8108108108108109,0.65,37,20,30,-1,13,-1,0.8108108108108109,0.65,"{'parameter tuple not found': 22, 'success': 2}"
llama4_scout_17b,Closure,full,0,-1,0,-1,0.0,0.0,14,4,0,-1,0,-1,0.0,0.0,"{'parameter tuple not found': 32, 'cannot compile': 9, 'unknown: method visit not found in com/google/javascript/jscomp/com/google/javascript/jsc': 7, 'unknown: compile_hang_skipped': 7, 'unknown: method onRedeclaration not found in com/google/javascript/jscomp/com/google/java': 3, 'unknown: method remove not found in com/google/javascript/jscomp/com/google/javascript/js': 3, 'unknown: method addDeclaredName not found in com/google/javascript/jscomp/com/google/java': 2, 'unknown: method getTypeWithProperty not found in com/google/javascript/jscomp/com/google/': 1, 'unknown: method collect not found in com/google/javascript/jscomp/com/google/javascript/j': 1, 'unknown: method addNode not found in com/google/javascript/jscomp/com/google/javascript/j': 1, 'unknown: method hashCode not found in com/google/javascript/jscomp/com/google/javascript/': 1, 'unknown: method addValue not found in com/google/javascript/jscomp/com/google/javascript/': 1, 'unknown: method applyAlias not found in com/google/javascript/jscomp/com/google/javascrip': 1, 'unknown: method caseObjectType not found in com/google/javascript/jscomp/type/com/google/': 1, 'unknown: method parseArguments not found in com/google/javascript/jscomp/com/google/javas': 1, 'unknown: method apply not found in com/google/javascript/jscomp/com/google/javascript/jsc': 1}"
llama4_scout_17b,Codec,full,7,-1,4,-1,0.25925925925925924,0.15384615384615385,27,26,7,-1,4,-1,0.3333333333333333,0.2,"{'parameter tuple not found': 19, 'success': 4, 'unknown: method toString not found in org/apache/commons/codec/language/bm/org/apache/com': 1, 'cannot compile': 1}"
llama4_scout_17b,all,full,283,-1,140,-1,0.21504559270516718,0.17478152309612985,1316,801,283,-1,140,-1,0.37632978723404253,0.3017241379310345,"{'parameter tuple not found': 550, 'success': 89, 'cannot compile': 51, 'failed in empty test class': 13, 'unknown: method visit not found in com/google/javascript/jscomp/com/google/javascript/jsc': 7, 'unknown: compile_hang_skipped': 7, 'unknown: method serialize not found in com/fasterxml/jackson/databind/ser/std/com/fasterx': 6, 'unknown: method onRedeclaration not found in com/google/javascript/jscomp/com/google/java': 3, 'unknown: method remove not found in com/google/javascript/jscomp/com/google/javascript/js': 3, 'unknown: method useForType not found in com/fasterxml/jackson/databind/com/fasterxml/jack': 2, 'unknown: method deserialize not found in com/fasterxml/jackson/databind/deser/std/com/fas': 2, 'unknown: method build not found in com/fasterxml/jackson/databind/deser/impl/com/fasterxm': 2, 'unknown: method printTo not found in org/joda/time/format/org/joda/time/format/PeriodForm': 2, 'unknown: method add not found in org/joda/time/chrono/org/joda/time/chrono/GJChronology/I': 2, 'unknown: method addDeclaredName not found in com/google/javascript/jscomp/com/google/java': 2, 'unknown: method remove not found in org/apache/commons/jxpath/ri/compiler/org/apache/comm': 1, 'unknown: method isFeasible not found in org/apache/commons/math3/optimization/direct/org/': 1, 'unknown: method repairAndDecode not found in org/apache/commons/math3/optimization/direct': 1, 'unknown: method remove not found in org/apache/commons/csv/org/apache/commons/csv/CSVPars': 1, 'unknown: method DumpArchiveInputStream not found in org/apache/commons/compress/archivers': 1, 'unknown: method createContextual not found in com/fasterxml/jackson/databind/ser/std/com/': 1, 'unknown: method isEmpty not found in com/fasterxml/jackson/databind/ser/std/com/fasterxml': 1, 'unknown: method getEmptyValue not found in com/fasterxml/jackson/databind/deser/std/com/f': 1, 'unknown: method handleResolvedForwardReference not found in com/fasterxml/jackson/databin': 1, 'unknown: method toString not found in com/fasterxml/jackson/databind/type/com/fasterxml/j': 1, 'unknown: method writeCustomTypeSuffixForArray not found in com/fasterxml/jackson/databind': 1, 'unknown: method getDescription not found in com/fasterxml/jackson/databind/com/fasterxml/': 1, 'unknown: method deserializeKey not found in com/fasterxml/jackson/databind/deser/std/com/': 1, 'unknown: method parseInto not found in org/joda/time/format/org/joda/time/format/DateTime': 1, 'unknown: method roundCeiling not found in org/joda/time/chrono/org/joda/time/chrono/Zoned': 1, 'unknown: method clear not found in org/apache/commons/collections4/trie/org/apache/common': 1, 'unknown: method appendTo not found in org/apache/commons/lang3/time/org/apache/commons/la': 1, 'unknown: method add not found in org/jsoup/select/org/jsoup/select/CombiningEvaluator/Or': 1, 'unknown: method tail not found in org/jsoup/safety/org/jsoup/safety/Cleaner/CleaningVisit': 1, 'unknown: method onContentsChanged not found in org/jsoup/nodes/org/jsoup/nodes/Element/No': 1, 'unknown: method toString not found in org/jsoup/select/org/jsoup/select/Evaluator/Matches': 1, 'unknown: method toString not found in org/jsoup/select/org/jsoup/select/Evaluator/MatchTe': 1, 'unknown: method head not found in org/jsoup/helper/org/jsoup/helper/W3CDom/W3CBuilder': 1, ""unknown: UnicodeDecodeError: 'utf-8' codec can't decode byte 0xe4 in position 1920: inval"": 1, 'unknown: method getTypeWithProperty not found in com/google/javascript/jscomp/com/google/': 1, 'unknown: method collect not found in com/google/javascript/jscomp/com/google/javascript/j': 1, 'unknown: method addNode not found in com/google/javascript/jscomp/com/google/javascript/j': 1, 'unknown: method hashCode not found in com/google/javascript/jscomp/com/google/javascript/': 1, 'unknown: method addValue not found in com/google/javascript/jscomp/com/google/javascript/': 1, 'unknown: method applyAlias not found in com/google/javascript/jscomp/com/google/javascrip': 1, 'unknown: method caseObjectType not found in com/google/javascript/jscomp/type/com/google/': 1, 'unknown: method parseArguments not found in com/google/javascript/jscomp/com/google/javas': 1, 'unknown: method apply not found in com/google/javascript/jscomp/com/google/javascript/jsc': 1, 'unknown: method toString not found in org/apache/commons/codec/language/bm/org/apache/com': 1}"
deepseek_r1_1.5b,JxPath,full,0,-1,0,-1,0.0,0.0,37,18,0,-1,0,-1,0.0,0.0,"{'parameter tuple not found': 17, 'cannot compile': 10, 'unknown: method remove not found in org/apache/commons/jxpath/ri/compiler/org/apache/comm': 1}"
deepseek_r1_1.5b,Cli,full,0,-1,0,-1,0.0,0.0,25,8,0,-1,0,-1,0.0,0.0,"{'parameter tuple not found': 11, 'cannot compile': 5}"
deepseek_r1_1.5b,Math,full,0,-1,0,-1,0.0,0.0,206,106,0,-1,0,-1,0.0,0.0,"{'parameter tuple not found': 106, 'cannot compile': 21, 'unknown: method isFeasible not found in org/apache/commons/math3/optimization/direct/org/': 1, 'unknown: method repairAndDecode not found in org/apache/commons/math3/optimization/direct': 1}"
deepseek_r1_1.5b,Csv,full,0,-1,0,-1,0.0,0.0,17,14,0,-1,0,-1,0.0,0.0,"{'cannot compile': 5, 'parameter tuple not found': 3, 'unknown: method remove not found in org/apache/commons/csv/org/apache/commons/csv/CSVPars': 1}"
deepseek_r1_1.5b,Compress,full,0,-1,0,-1,0.0,0.0,234,118,0,-1,0,-1,0.0,0.0,"{'parameter tuple not found': 28, 'cannot compile': 16, 'unknown: method DumpArchiveInputStream not found in org/apache/commons/compress/archivers': 1}"
deepseek_r1_1.5b,JacksonDatabind,full,0,-1,0,-1,0.0,0.0,46,26,0,-1,0,-1,0.0,0.0,"{'parameter tuple not found': 93, 'cannot compile': 11, 'unknown: method serialize not found in com/fasterxml/jackson/databind/ser/std/com/fasterx': 6, 'unknown: method useForType not found in com/fasterxml/jackson/databind/com/fasterxml/jack': 2, 'unknown: method deserialize not found in com/fasterxml/jackson/databind/deser/std/com/fas': 2, 'unknown: method build not found in com/fasterxml/jackson/databind/deser/impl/com/fasterxm': 2, 'unknown: method createContextual not found in com/fasterxml/jackson/databind/ser/std/com/': 1, 'unknown: method isEmpty not found in com/fasterxml/jackson/databind/ser/std/com/fasterxml': 1, 'unknown: method getEmptyValue not found in com/fasterxml/jackson/databind/deser/std/com/f': 1, 'unknown: method handleResolvedForwardReference not found in com/fasterxml/jackson/databin': 1, 'unknown: method toString not found in com/fasterxml/jackson/databind/type/com/fasterxml/j': 1, 'unknown: method writeCustomTypeSuffixForArray not found in com/fasterxml/jackson/databind': 1, 'unknown: method getDescription not found in com/fasterxml/jackson/databind/com/fasterxml/': 1, 'unknown: method deserializeKey not found in com/fasterxml/jackson/databind/deser/std/com/': 1}"
deepseek_r1_1.5b,Time,full,0,-1,0,-1,0.0,0.0,13,0,0,-1,0,-1,0.0,0.0,"{'parameter tuple not found': 25, 'cannot compile': 11, 'unknown: method printTo not found in org/joda/time/format/org/joda/time/format/PeriodForm': 2, 'unknown: method add not found in org/joda/time/chrono/org/joda/time/chrono/GJChronology/I': 2, 'unknown: method parseInto not found in org/joda/time/format/org/joda/time/format/DateTime': 1, 'unknown: method roundCeiling not found in org/joda/time/chrono/org/joda/time/chrono/Zoned': 1}"
deepseek_r1_1.5b,Collections,full,0,-1,0,-1,0.0,0.0,0,0,0,-1,0,-1,0.0,0.0,"{'parameter tuple not found': 3, 'unknown: method clear not found in org/apache/commons/collections4/trie/org/apache/common': 1}"
deepseek_r1_1.5b,JacksonXml,full,0,-1,0,-1,0.0,0.0,148,71,0,-1,0,-1,0.0,0.0,{'cannot compile': 3}
deepseek_r1_1.5b,JacksonCore,full,0,-1,0,-1,0.0,0.0,344,282,0,-1,0,-1,0.0,0.0,"{'parameter tuple not found': 22, 'cannot compile': 18}"
deepseek_r1_1.5b,Lang,full,0,-1,0,-1,0.0,0.0,16,12,0,-1,0,-1,0.0,0.0,"{'parameter tuple not found': 130, 'cannot compile': 3, 'unknown: method appendTo not found in org/apache/commons/lang3/time/org/apache/commons/la': 1}"
deepseek_r1_1.5b,Jsoup,full,0,-1,0,-1,0.0,0.0,129,78,0,-1,0,-1,0.0,0.0,"{'cannot compile': 19, 'parameter tuple not found': 16, 'unknown: method add not found in org/jsoup/select/org/jsoup/select/CombiningEvaluator/Or': 1, 'unknown: method tail not found in org/jsoup/safety/org/jsoup/safety/Cleaner/CleaningVisit': 1, 'unknown: method onContentsChanged not found in org/jsoup/nodes/org/jsoup/nodes/Element/No': 1, 'unknown: method toString not found in org/jsoup/select/org/jsoup/select/Evaluator/Matches': 1, 'unknown: method toString not found in org/jsoup/select/org/jsoup/select/Evaluator/MatchTe': 1, 'unknown: method head not found in org/jsoup/helper/org/jsoup/helper/W3CDom/W3CBuilder': 1, ""unknown: UnicodeDecodeError: 'utf-8' codec can't decode byte 0xe4 in position 1921: inval"": 1}"
deepseek_r1_1.5b,Chart,full,0,-1,0,-1,0.0,0.0,23,18,0,-1,0,-1,0.0,0.0,"{'parameter tuple not found': 25, 'failed in empty test class': 13, 'cannot compile': 2}"
deepseek_r1_1.5b,Gson,full,0,-1,0,-1,0.0,0.0,37,20,0,-1,0,-1,0.0,0.0,"{'parameter tuple not found': 22, 'cannot compile': 2}"
deepseek_r1_1.5b,Closure,full,0,-1,0,-1,0.0,0.0,14,4,0,-1,0,-1,0.0,0.0,"{'parameter tuple not found': 32, 'cannot compile': 9, 'unknown: method visit not found in com/google/javascript/jscomp/com/google/javascript/jsc': 7, 'unknown: compile_hang_skipped': 7, 'unknown: method onRedeclaration not found in com/google/javascript/jscomp/com/google/java': 3, 'unknown: method remove not found in com/google/javascript/jscomp/com/google/javascript/js': 3, 'unknown: method addDeclaredName not found in com/google/javascript/jscomp/com/google/java': 2, 'unknown: method getTypeWithProperty not found in com/google/javascript/jscomp/com/google/': 1, 'unknown: method collect not found in com/google/javascript/jscomp/com/google/javascript/j': 1, 'unknown: method addNode not found in com/google/javascript/jscomp/com/google/javascript/j': 1, 'unknown: method hashCode not found in com/google/javascript/jscomp/com/google/javascript/': 1, 'unknown: method addValue not found in com/google/javascript/jscomp/com/google/javascript/': 1, 'unknown: method applyAlias not found in com/google/javascript/jscomp/com/google/javascrip': 1, 'unknown: method caseObjectType not found in com/google/javascript/jscomp/type/com/google/': 1, 'unknown: method parseArguments not found in com/google/javascript/jscomp/com/google/javas': 1, 'unknown: method apply not found in com/google/javascript/jscomp/com/google/javascript/jsc': 1}"
deepseek_r1_1.5b,Codec,full,0,-1,0,-1,0.0,0.0,27,26,0,-1,0,-1,0.0,0.0,"{'parameter tuple not found': 19, 'cannot compile': 5, 'unknown: method toString not found in org/apache/commons/codec/language/bm/org/apache/com': 1}"
deepseek_r1_1.5b,all,full,0,-1,0,-1,0.0,0.0,1316,801,0,-1,0,-1,0.0,0.0,"{'parameter tuple not found': 552, 'cannot compile': 140, 'failed in empty test class': 13, 'unknown: method visit not found in com/google/javascript/jscomp/com/google/javascript/jsc': 7, 'unknown: compile_hang_skipped': 7, 'unknown: method serialize not found in com/fasterxml/jackson/databind/ser/std/com/fasterx': 6, 'unknown: method onRedeclaration not found in com/google/javascript/jscomp/com/google/java': 3, 'unknown: method remove not found in com/google/javascript/jscomp/com/google/javascript/js': 3, 'unknown: method useForType not found in com/fasterxml/jackson/databind/com/fasterxml/jack': 2, 'unknown: method deserialize not found in com/fasterxml/jackson/databind/deser/std/com/fas': 2, 'unknown: method build not found in com/fasterxml/jackson/databind/deser/impl/com/fasterxm': 2, 'unknown: method printTo not found in org/joda/time/format/org/joda/time/format/PeriodForm': 2, 'unknown: method add not found in org/joda/time/chrono/org/joda/time/chrono/GJChronology/I': 2, 'unknown: method addDeclaredName not found in com/google/javascript/jscomp/com/google/java': 2, 'unknown: method remove not found in org/apache/commons/jxpath/ri/compiler/org/apache/comm': 1, 'unknown: method isFeasible not found in org/apache/commons/math3/optimization/direct/org/': 1, 'unknown: method repairAndDecode not found in org/apache/commons/math3/optimization/direct': 1, 'unknown: method remove not found in org/apache/commons/csv/org/apache/commons/csv/CSVPars': 1, 'unknown: method DumpArchiveInputStream not found in org/apache/commons/compress/archivers': 1, 'unknown: method createContextual not found in com/fasterxml/jackson/databind/ser/std/com/': 1, 'unknown: method isEmpty not found in com/fasterxml/jackson/databind/ser/std/com/fasterxml': 1, 'unknown: method getEmptyValue not found in com/fasterxml/jackson/databind/deser/std/com/f': 1, 'unknown: method handleResolvedForwardReference not found in com/fasterxml/jackson/databin': 1, 'unknown: method toString not found in com/fasterxml/jackson/databind/type/com/fasterxml/j': 1, 'unknown: method writeCustomTypeSuffixForArray not found in com/fasterxml/jackson/databind': 1, 'unknown: method getDescription not found in com/fasterxml/jackson/databind/com/fasterxml/': 1, 'unknown: method deserializeKey not found in com/fasterxml/jackson/databind/deser/std/com/': 1, 'unknown: method parseInto not found in org/joda/time/format/org/joda/time/format/DateTime': 1, 'unknown: method roundCeiling not found in org/joda/time/chrono/org/joda/time/chrono/Zoned': 1, 'unknown: method clear not found in org/apache/commons/collections4/trie/org/apache/common': 1, 'unknown: method appendTo not found in org/apache/commons/lang3/time/org/apache/commons/la': 1, 'unknown: method add not found in org/jsoup/select/org/jsoup/select/CombiningEvaluator/Or': 1, 'unknown: method tail not found in org/jsoup/safety/org/jsoup/safety/Cleaner/CleaningVisit': 1, 'unknown: method onContentsChanged not found in org/jsoup/nodes/org/jsoup/nodes/Element/No': 1, 'unknown: method toString not found in org/jsoup/select/org/jsoup/select/Evaluator/Matches': 1, 'unknown: method toString not found in org/jsoup/select/org/jsoup/select/Evaluator/MatchTe': 1, 'unknown: method head not found in org/jsoup/helper/org/jsoup/helper/W3CDom/W3CBuilder': 1, ""unknown: UnicodeDecodeError: 'utf-8' codec can't decode byte 0xe4 in position 1921: inval"": 1, 'unknown: method getTypeWithProperty not found in com/google/javascript/jscomp/com/google/': 1, 'unknown: method collect not found in com/google/javascript/jscomp/com/google/javascript/j': 1, 'unknown: method addNode not found in com/google/javascript/jscomp/com/google/javascript/j': 1, 'unknown: method hashCode not found in com/google/javascript/jscomp/com/google/javascript/': 1, 'unknown: method addValue not found in com/google/javascript/jscomp/com/google/javascript/': 1, 'unknown: method applyAlias not found in com/google/javascript/jscomp/com/google/javascrip': 1, 'unknown: method caseObjectType not found in com/google/javascript/jscomp/type/com/google/': 1, 'unknown: method parseArguments not found in com/google/javascript/jscomp/com/google/javas': 1, 'unknown: method apply not found in com/google/javascript/jscomp/com/google/javascript/jsc': 1, 'unknown: method toString not found in org/apache/commons/codec/language/bm/org/apache/com': 1}"
